uad|dgs|folder|archive_reference|record_title|language_title|language|dates|locality|record_type|volume|event_type|
005413035_003_M984-ZP1|005413035|005413035_000003|Matrimonios parroquiales_1921, - DGS(005413035)|Matrimonios parroquiales_1921, - DGS(005413035)|ES|Español|1921|Callao, Callao, Callao, Perú|Matrimonios parroquiales||Matrimonios parroquiales-1914—1921|
005413036_001_M99X-YDY|005413036|005413036_000001|Matrimonios parroquiales_1921, - DGS(005413036)|Matrimonios parroquiales_1921, - DGS(005413036)|ES|Español|1921|Callao, Callao, Callao, Perú|Matrimonios parroquiales||Matrimonios parroquiales-1914—1921|
005413036_002_M99X-YDB|005413036|005413036_000002|Defunciones parroquiales_1832, - DGS(005413036)|Defunciones parroquiales_1832, - DGS(005413036)|ES|Español|1832|Callao, Callao, Callao, Perú|Defunciones parroquiales||Defunciones parroquiales-1793—1832|
005413036_003_M99X-Y69|005413036|005413036_000003|Defunciones parroquiales_1849, - DGS(005413036)|Defunciones parroquiales_1849, - DGS(005413036)|ES|Español|1849|Callao, Callao, Callao, Perú|Defunciones parroquiales||Defunciones parroquiales-1832—1849|
005413036_004_M99X-Y63|005413036|005413036_000004|Defunciones parroquiales_1851, - DGS(005413036)|Defunciones parroquiales_1851, - DGS(005413036)|ES|Español|1851|Callao, Callao, Callao, Perú|Defunciones parroquiales||Defunciones parroquiales-1849—1851|
005413036_005_M99X-Y6Q|005413036|005413036_000005|Defunciones parroquiales_1860, - DGS(005413036)|Defunciones parroquiales_1860, - DGS(005413036)|ES|Español|1860|Callao, Callao, Callao, Perú|Defunciones parroquiales||Defunciones parroquiales-1852—1860|
005413036_006_M99X-Y64|005413036|005413036_000006|Defunciones parroquiales_1868, - DGS(005413036)|Defunciones parroquiales_1868, - DGS(005413036)|ES|Español|1868|Callao, Callao, Callao, Perú|Defunciones parroquiales||Defunciones parroquiales-1861—1868|
005413037_001_M984-ZCT|005413037|005413037_000001|Defunciones parroquiales_1868, - DGS(005413037)|Defunciones parroquiales_1868, - DGS(005413037)|ES|Español|1868|Callao, Callao, Callao, Perú|Defunciones parroquiales||Defunciones parroquiales-1861—1868|
005413037_002_M984-ZCY|005413037|005413037_000002|Defunciones parroquiales_1872, - DGS(005413037)|Defunciones parroquiales_1872, - DGS(005413037)|ES|Español|1872|Callao, Callao, Callao, Perú|Defunciones parroquiales||Defunciones parroquiales-1868—1872|
005413037_003_M984-ZCB|005413037|005413037_000003|Defunciones parroquiales_1879, - DGS(005413037)|Defunciones parroquiales_1879, - DGS(005413037)|ES|Español|1879|Callao, Callao, Callao, Perú|Defunciones parroquiales||Defunciones parroquiales-1872—1879|
005413038_001_M984-ZYN|005413038|005413038_000001|Defunciones parroquiales_1879, - DGS(005413038)|Defunciones parroquiales_1879, - DGS(005413038)|ES|Español|1879|Callao, Callao, Callao, Perú|Defunciones parroquiales||Defunciones parroquiales-1872—1879|
005413038_002_M984-ZYF|005413038|005413038_000002|Defunciones parroquiales_1879, - DGS(005413038)|Defunciones parroquiales_1879, - DGS(005413038)|ES|Español|1879|Callao, Callao, Callao, Perú|Defunciones parroquiales||Defunciones parroquiales-1879|
005413038_003_M984-ZYJ|005413038|005413038_000003|Defunciones parroquiales_1882, - DGS(005413038)|Defunciones parroquiales_1882, - DGS(005413038)|ES|Español|1882|Callao, Callao, Callao, Perú|Defunciones parroquiales||Defunciones parroquiales-1880—1882|
005413038_004_M984-ZYV|005413038|005413038_000004|Defunciones parroquiales_1885, - DGS(005413038)|Defunciones parroquiales_1885, - DGS(005413038)|ES|Español|1885|Callao, Callao, Callao, Perú|Defunciones parroquiales||Defunciones parroquiales-1879—1885|
005413039_001_M984-ZJJ|005413039|005413039_000001|Defunciones parroquiales_1892, - DGS(005413039)|Defunciones parroquiales_1892, - DGS(005413039)|ES|Español|1892|Callao, Callao, Callao, Perú|Defunciones parroquiales||Defunciones parroquiales-1885—1892|
005413039_002_M984-ZJN|005413039|005413039_000002|Defunciones parroquiales_1899, - DGS(005413039)|Defunciones parroquiales_1899, - DGS(005413039)|ES|Español|1899|Callao, Callao, Callao, Perú|Defunciones parroquiales||Defunciones parroquiales-1892—1899|
005413039_003_M984-ZJV|005413039|005413039_000003|Defunciones parroquiales_1906, - DGS(005413039)|Defunciones parroquiales_1906, - DGS(005413039)|ES|Español|1906|Callao, Callao, Callao, Perú|Defunciones parroquiales||Defunciones parroquiales-1899—1906|
005413040_001_M984-8WP|005413040|005413040_000001|Defunciones parroquiales_1906, - DGS(005413040)|Defunciones parroquiales_1906, - DGS(005413040)|ES|Español|1906|Callao, Callao, Callao, Perú|Defunciones parroquiales||Defunciones parroquiales-1899—1906|
005413040_002_M984-8WG|005413040|005413040_000002|Defunciones parroquiales_1908, - DGS(005413040)|Defunciones parroquiales_1908, - DGS(005413040)|ES|Español|1908|Callao, Callao, Callao, Perú|Defunciones parroquiales||Defunciones parroquiales-1906—1908|
005413040_003_M984-8W5|005413040|005413040_000003|Defunciones parroquiales_1913, - DGS(005413040)|Defunciones parroquiales_1913, - DGS(005413040)|ES|Español|1913|Callao, Callao, Callao, Perú|Defunciones parroquiales||Defunciones parroquiales-1908—1913|
005413041_001_M984-ZRS|005413041|005413041_000001|Defunciones parroquiales_1913, - DGS(005413041)|Defunciones parroquiales_1913, - DGS(005413041)|ES|Español|1913|Callao, Callao, Callao, Perú|Defunciones parroquiales||Defunciones parroquiales-1908—1913|
005413041_002_M984-ZR3|005413041|005413041_000002|Defunciones parroquiales_1916, - DGS(005413041)|Defunciones parroquiales_1916, - DGS(005413041)|ES|Español|1916|Callao, Callao, Callao, Perú|Defunciones parroquiales||Defunciones parroquiales-1913—1916|
005413041_003_M984-ZRQ|005413041|005413041_000003|Defunciones parroquiales_1919, - DGS(005413041)|Defunciones parroquiales_1919, - DGS(005413041)|ES|Español|1919|Callao, Callao, Callao, Perú|Defunciones parroquiales||Defunciones parroquiales-1916—1919|
005413042|005413042|005413042_000001|Defunciones parroquiales_1922, - DGS(005413042)|Defunciones parroquiales_1922, - DGS(005413042)|ES|Español|1922|Callao, Callao, Callao, Perú|Defunciones parroquiales||Defunciones parroquiales-1919—1922|
111235465|111235465|111235465_000001|Rectificaciones de bautismos_1970,- - DGS(111235465)|Rectificaciones de bautismos_1970,- - DGS(111235465)|ES|Español|1970|Diócesis del Callao, Perú|Rectificaciones de bautismos|-|Rectificaciones de bautismos-7 oct 1967—19 mar 1970|
111235618|111235618|111235618_000001|Rectificaciones de bautismos_1972,- - DGS(111235618)|Rectificaciones de bautismos_1972,- - DGS(111235618)|ES|Español|1972|Diócesis del Callao, Perú|Rectificaciones de bautismos|-|Rectificaciones de bautismos-2 abr 1970—30 nov 1972|
111235893|111235893|111235893_000001|Rectificaciones de bautismos_1974,- - DGS(111235893)|Rectificaciones de bautismos_1974,- - DGS(111235893)|ES|Español|1974|Diócesis del Callao, Perú|Rectificaciones de bautismos|-|Rectificaciones de bautismos-8 ene 1974—15 nov 1974|
111236332|111236332|111236332_000001|Rectificaciones de bautismos_1977,- - DGS(111236332)|Rectificaciones de bautismos_1977,- - DGS(111236332)|ES|Español|1977|Diócesis del Callao, Perú|Rectificaciones de bautismos|-|Rectificaciones de bautismos-13 ene 1975—21 nov 1977|
111236886|111236886|111236886_000001|Rectificaciones de bautismos_1978,- - DGS(111236886)|Rectificaciones de bautismos_1978,- - DGS(111236886)|ES|Español|1978|Diócesis del Callao, Perú|Rectificaciones de bautismos|-|Rectificaciones de bautismos-3 may 1976—27 dic 1978|
111237029|111237029|111237029_000001|Rectificaciones de bautismos_1979,- - DGS(111237029)|Rectificaciones de bautismos_1979,- - DGS(111237029)|ES|Español|1979|Diócesis del Callao, Perú|Rectificaciones de bautismos|-|Rectificaciones de bautismos-1979|
111237056|111237056|111237056_000001|Rectificaciones de bautismos_1980,- - DGS(111237056)|Rectificaciones de bautismos_1980,- - DGS(111237056)|ES|Español|1980|Diócesis del Callao, Perú|Rectificaciones de bautismos|-|Rectificaciones de bautismos-2 ene 1980—29 feb 1980|
111237820|111237820|111237820_000001|Rectificaciones de bautismos_1980,- - DGS(111237820)|Rectificaciones de bautismos_1980,- - DGS(111237820)|ES|Español|1980|Diócesis del Callao, Perú|Rectificaciones de bautismos|-|Rectificaciones de bautismos-28 mar 1980—31 may 1980|
111237900|111237900|111237900_000001|Rectificaciones de bautismos_1980,- - DGS(111237900)|Rectificaciones de bautismos_1980,- - DGS(111237900)|ES|Español|1980|Diócesis del Callao, Perú|Rectificaciones de bautismos|-|Rectificaciones de bautismos-7 may 1980—7 ago 1980|
111237920|111237920|111237920_000001|Rectificaciones de bautismos_1980,- - DGS(111237920)|Rectificaciones de bautismos_1980,- - DGS(111237920)|ES|Español|1980|Diócesis del Callao, Perú|Rectificaciones de bautismos|-|Rectificaciones de bautismos-14 ago 1980—21 oct 1980|
111238032|111238032|111238032_000001|Rectificaciones de bautismos_1980,- - DGS(111238032)|Rectificaciones de bautismos_1980,- - DGS(111238032)|ES|Español|1980|Diócesis del Callao, Perú|Rectificaciones de bautismos|-|Rectificaciones de bautismos-28 oct 1980—31 dic 1980|
111238061|111238061|111238061_000001|Rectificaciones de bautismos_1981,- - DGS(111238061)|Rectificaciones de bautismos_1981,- - DGS(111238061)|ES|Español|1981|Diócesis del Callao, Perú|Rectificaciones de bautismos|-|Rectificaciones de bautismos-7 ene 1981—27 feb 1981|
111238173|111238173|111238173_000001|Rectificaciones de bautismos_1981,- - DGS(111238173)|Rectificaciones de bautismos_1981,- - DGS(111238173)|ES|Español|1981|Diócesis del Callao, Perú|Rectificaciones de bautismos|-|Rectificaciones de bautismos-5 mar 1981—29 may 1981|
111240188|111240188|111240188_000001|Rectificaciones de bautismos_1981,- - DGS(111240188)|Rectificaciones de bautismos_1981,- - DGS(111240188)|ES|Español|1981|Diócesis del Callao, Perú|Rectificaciones de bautismos|-|Rectificaciones de bautismos-4 may 1981—17 jul 1981|
111240350|111240350|111240350_000001|Rectificaciones de bautismos_1981,- - DGS(111240350)|Rectificaciones de bautismos_1981,- - DGS(111240350)|ES|Español|1981|Diócesis del Callao, Perú|Rectificaciones de bautismos|-|Rectificaciones de bautismos-17 jul 1981—3 sept 1981|
111240639|111240639|111240639_000001|Rectificaciones de bautismos_1981,- - DGS(111240639)|Rectificaciones de bautismos_1981,- - DGS(111240639)|ES|Español|1981|Diócesis del Callao, Perú|Rectificaciones de bautismos|-|Rectificaciones de bautismos-10 sept 1981—2 nov 1981|
111242226|111242226|111242226_000001|Rectificaciones de bautismos_1981,- - DGS(111242226)|Rectificaciones de bautismos_1981,- - DGS(111242226)|ES|Español|1981|Diócesis del Callao, Perú|Rectificaciones de bautismos|-|Rectificaciones de bautismos-2 nov 1981—30 dic 1981|
111244037|111244037|111244037_000001|Rectificaciones de bautismos_1982,- - DGS(111244037)|Rectificaciones de bautismos_1982,- - DGS(111244037)|ES|Español|1982|Diócesis del Callao, Perú|Rectificaciones de bautismos|-|Rectificaciones de bautismos-15 ene 1982—12 abr 1982|
111245083|111245083|111245083_000001|Rectificaciones de bautismos_1982,- - DGS(111245083)|Rectificaciones de bautismos_1982,- - DGS(111245083)|ES|Español|1982|Diócesis del Callao, Perú|Rectificaciones de bautismos|-|Rectificaciones de bautismos-13 abr 1982—6 jul 1982|
111245153|111245153|111245153_000001|Rectificaciones de bautismos_1982,- - DGS(111245153)|Rectificaciones de bautismos_1982,- - DGS(111245153)|ES|Español|1982|Diócesis del Callao, Perú|Rectificaciones de bautismos|-|Rectificaciones de bautismos-7 jul 1982—27 sept 1982|
111245579|111245579|111245579_000001|Rectificaciones de bautismos_1982,- - DGS(111245579)|Rectificaciones de bautismos_1982,- - DGS(111245579)|ES|Español|1982|Diócesis del Callao, Perú|Rectificaciones de bautismos|-|Rectificaciones de bautismos-28 sept 1982—14 dic 1982|
111245819|111245819|111245819_000001|Rectificaciones de bautismos_1983,- - DGS(111245819)|Rectificaciones de bautismos_1983,- - DGS(111245819)|ES|Español|1983|Diócesis del Callao, Perú|Rectificaciones de bautismos|-|Rectificaciones de bautismos-15 dic 1982—13 abr 1983|
111245886|111245886|111245886_000001|Rectificaciones de bautismos_1983,- - DGS(111245886)|Rectificaciones de bautismos_1983,- - DGS(111245886)|ES|Español|1983|Diócesis del Callao, Perú|Rectificaciones de bautismos|-|Rectificaciones de bautismos-13 abr 1983—3 ago 1983|
111245918|111245918|111245918_000001|Rectificaciones de bautismos_1983,- - DGS(111245918)|Rectificaciones de bautismos_1983,- - DGS(111245918)|ES|Español|1983|Diócesis del Callao, Perú|Rectificaciones de bautismos|-|Rectificaciones de bautismos-4 ago 1983—7 nov 1983|
111245958|111245958|111245958_000001|Rectificaciones de bautismos_1984,- - DGS(111245958)|Rectificaciones de bautismos_1984,- - DGS(111245958)|ES|Español|1984|Diócesis del Callao, Perú|Rectificaciones de bautismos|-|Rectificaciones de bautismos-8 nov 1983—27 jun 1984|
111245988|111245988|111245988_000001|Rectificaciones de bautismos_1984,- - DGS(111245988)|Rectificaciones de bautismos_1984,- - DGS(111245988)|ES|Español|1984|Diócesis del Callao, Perú|Rectificaciones de bautismos|-|Rectificaciones de bautismos-9 jul 1984—9 oct 1984|
111405877|111405877|111405877_000001|Rectificaciones de bautismos_1985,- - DGS(111405877)|Rectificaciones de bautismos_1985,- - DGS(111405877)|ES|Español|1985|Diócesis del Callao, Perú|Rectificaciones de bautismos|-|Rectificaciones de bautismos-9 ene 1985—21 jun 1985|
111406322|111406322|111406322_000001|Rectificaciones de bautismos_1985,- - DGS(111406322)|Rectificaciones de bautismos_1985,- - DGS(111406322)|ES|Español|1985|Diócesis del Callao, Perú|Rectificaciones de bautismos|-|Rectificaciones de bautismos-18 jun 1985—17 sept 1985|
111406760|111406760|111406760_000001|Rectificaciones de bautismos_1985,- - DGS(111406760)|Rectificaciones de bautismos_1985,- - DGS(111406760)|ES|Español|1985|Diócesis del Callao, Perú|Rectificaciones de bautismos|-|Rectificaciones de bautismos-9 oct 1984—9 ene 1985|
111406915|111406915|111406915_000001|Rectificaciones de bautismos_1985,- - DGS(111406915)|Rectificaciones de bautismos_1985,- - DGS(111406915)|ES|Español|1985|Diócesis del Callao, Perú|Rectificaciones de bautismos|-|Rectificaciones de bautismos-18 sept 1985—30 dic 1985|
111407028|111407028|111407028_000001|Rectificaciones de bautismos_1986,- - DGS(111407028)|Rectificaciones de bautismos_1986,- - DGS(111407028)|ES|Español|1986|Diócesis del Callao, Perú|Rectificaciones de bautismos|-|Rectificaciones de bautismos-3 ene 1986—14 abr 1986|
111407117|111407117|111407117_000001|Rectificaciones de bautismos_1986,- - DGS(111407117)|Rectificaciones de bautismos_1986,- - DGS(111407117)|ES|Español|1986|Diócesis del Callao, Perú|Rectificaciones de bautismos|-|Rectificaciones de bautismos-23 abr 1986—4 jul 1986|
111407439|111407439|111407439_000001|Rectificaciones de bautismos_1986,- - DGS(111407439)|Rectificaciones de bautismos_1986,- - DGS(111407439)|ES|Español|1986|Diócesis del Callao, Perú|Rectificaciones de bautismos|-|Rectificaciones de bautismos-7 jul 1986—2 oct 1986|
111407757|111407757|111407757_000001|Rectificaciones de bautismos_1986,- - DGS(111407757)|Rectificaciones de bautismos_1986,- - DGS(111407757)|ES|Español|1986|Diócesis del Callao, Perú|Rectificaciones de bautismos|-|Rectificaciones de bautismos-6 oct 1986—17 dic 1986|
111408057|111408057|111408057_000001|Rectificaciones de bautismos_1987,- - DGS(111408057)|Rectificaciones de bautismos_1987,- - DGS(111408057)|ES|Español|1987|Diócesis del Callao, Perú|Rectificaciones de bautismos|-|Rectificaciones de bautismos-17 dic 1986—13 abr 1987|
111408206|111408206|111408206_000001|Rectificaciones de bautismos_1987,- - DGS(111408206)|Rectificaciones de bautismos_1987,- - DGS(111408206)|ES|Español|1987|Diócesis del Callao, Perú|Rectificaciones de bautismos|-|Rectificaciones de bautismos-29 abr 1987—30 jul 1987|
111408356|111408356|111408356_000001|Rectificaciones de bautismos_1987,- - DGS(111408356)|Rectificaciones de bautismos_1987,- - DGS(111408356)|ES|Español|1987|Diócesis del Callao, Perú|Rectificaciones de bautismos|-|Rectificaciones de bautismos-30 jul 1987—28 sept 1987|
111408399|111408399|111408399_000001|Rectificaciones de bautismos_1987,- - DGS(111408399)|Rectificaciones de bautismos_1987,- - DGS(111408399)|ES|Español|1987|Diócesis del Callao, Perú|Rectificaciones de bautismos|-|Rectificaciones de bautismos-29 sept 1987—27 dic 1987|
111408428|111408428|111408428_000001|Rectificaciones de bautismos_1988,- - DGS(111408428)|Rectificaciones de bautismos_1988,- - DGS(111408428)|ES|Español|1988|Diócesis del Callao, Perú|Rectificaciones de bautismos|-|Rectificaciones de bautismos-ene 1988—sept 1988|
111408450|111408450|111408450_000001|Rectificaciones de bautismos_1988,- - DGS(111408450)|Rectificaciones de bautismos_1988,- - DGS(111408450)|ES|Español|1988|Diócesis del Callao, Perú|Rectificaciones de bautismos|-|Rectificaciones de bautismos-8 ene 1988—5 abr 1988|
111408492|111408492|111408492_000001|Rectificaciones de bautismos_1988,- - DGS(111408492)|Rectificaciones de bautismos_1988,- - DGS(111408492)|ES|Español|1988|Diócesis del Callao, Perú|Rectificaciones de bautismos|-|Rectificaciones de bautismos-5 abr 1988—8 jun 1988|
111408530|111408530|111408530_000001|Rectificaciones de bautismos_1988,- - DGS(111408530)|Rectificaciones de bautismos_1988,- - DGS(111408530)|ES|Español|1988|Diócesis del Callao, Perú|Rectificaciones de bautismos|-|Rectificaciones de bautismos-11 jun 1988—14 sept 1988|
111408576|111408576|111408576_000001|Rectificaciones de bautismos_1988,- - DGS(111408576)|Rectificaciones de bautismos_1988,- - DGS(111408576)|ES|Español|1988|Diócesis del Callao, Perú|Rectificaciones de bautismos|-|Rectificaciones de bautismos-14 sept 1988—30 dic 1988|
111408764|111408764|111408764_000001|Rectificaciones de bautismos_1989,- - DGS(111408764)|Rectificaciones de bautismos_1989,- - DGS(111408764)|ES|Español|1989|Diócesis del Callao, Perú|Rectificaciones de bautismos|-|Rectificaciones de bautismos-26 ene 1989—17 may 1989|
111408823|111408823|111408823_000001|Rectificaciones de bautismos_1989,- - DGS(111408823)|Rectificaciones de bautismos_1989,- - DGS(111408823)|ES|Español|1989|Diócesis del Callao, Perú|Rectificaciones de bautismos|-|Rectificaciones de bautismos-17 may 1989—14 sept 1989|
111409197|111409197|111409197_000001|Rectificaciones de bautismos_1989,- - DGS(111409197)|Rectificaciones de bautismos_1989,- - DGS(111409197)|ES|Español|1989|Diócesis del Callao, Perú|Rectificaciones de bautismos|-|Rectificaciones de bautismos-14 sept 1989—29 dic 1989|
