uad|dgs|folder|archive_reference|record_title|language_title|language|dates|locality|record_type|event_type
5158941|5158941|005158941_000001|Nacimientos 1950 - DGS(005158941)|Nacimientos 1950 - DGS(005158941)|ES|Español|1950/1950|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158942|5158942|005158942_000001|Nacimientos 1950 - DGS(005158942)|Nacimientos 1950 - DGS(005158942)|ES|Español|1950/1950|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158943|5158943|005158943_000001|Nacimientos 1950 - DGS(005158943)|Nacimientos 1950 - DGS(005158943)|ES|Español|1950/1950|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158944|5158944|005158944_000001|Nacimientos 1950 - DGS(005158944)|Nacimientos 1950 - DGS(005158944)|ES|Español|1950/1950|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158945|5158945|005158945_000001|Nacimientos 1950 - DGS(005158945)|Nacimientos 1950 - DGS(005158945)|ES|Español|1950/1950|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158946|5158946|005158946_000001|Nacimientos 1950 - DGS(005158946)|Nacimientos 1950 - DGS(005158946)|ES|Español|1950/1950|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158947|5158947|005158947_000001|Nacimientos 1950 - DGS(005158947)|Nacimientos 1950 - DGS(005158947)|ES|Español|1950/1950|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158948|5158948|005158948_000001|Nacimientos 1951 - DGS(005158948)|Nacimientos 1951 - DGS(005158948)|ES|Español|1951/1951|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158949|5158949|005158949_000001|Nacimientos 1951 - DGS(005158949)|Nacimientos 1951 - DGS(005158949)|ES|Español|1951/1951|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158950|5158950|005158950_000001|Nacimientos 1951 - DGS(005158950)|Nacimientos 1951 - DGS(005158950)|ES|Español|1951/1951|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158951|5158951|005158951_000001|Nacimientos 1951 - DGS(005158951)|Nacimientos 1951 - DGS(005158951)|ES|Español|1951/1951|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158952|5158952|005158952_000001|Nacimientos 1986 - DGS(005158952)|Nacimientos 1986 - DGS(005158952)|ES|Español|1986/1986|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158953|5158953|005158953_000001|Nacimientos 1951 - DGS(005158953)|Nacimientos 1951 - DGS(005158953)|ES|Español|1951/1951|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158954|5158954|005158954_000001|Nacimientos 1951 - DGS(005158954)|Nacimientos 1951 - DGS(005158954)|ES|Español|1951/1951|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158955|5158955|005158955_000001|Nacimientos 1951 - DGS(005158955)|Nacimientos 1951 - DGS(005158955)|ES|Español|1951/1951|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158956|5158956|005158956_000001|Nacimientos 1951 - DGS(005158956)|Nacimientos 1951 - DGS(005158956)|ES|Español|1951/1951|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158957|5158957|005158957_000001|Nacimientos 1951 - DGS(005158957)|Nacimientos 1951 - DGS(005158957)|ES|Español|1951/1951|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158958|5158958|005158958_000001|Nacimientos 1951 - DGS(005158958)|Nacimientos 1951 - DGS(005158958)|ES|Español|1951/1951|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158959|5158959|005158959_000001|Nacimientos 1952 - DGS(005158959)|Nacimientos 1952 - DGS(005158959)|ES|Español|1952/1952|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158960|5158960|005158960_000001|Nacimientos 1952 - DGS(005158960)|Nacimientos 1952 - DGS(005158960)|ES|Español|1952/1952|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158961|5158961|005158961_000001|Nacimientos 1952 - DGS(005158961)|Nacimientos 1952 - DGS(005158961)|ES|Español|1952/1952|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158962|5158962|005158962_000001|Nacimientos 1952 - DGS(005158962)|Nacimientos 1952 - DGS(005158962)|ES|Español|1952/1952|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158963|5158963|005158963_000001|Nacimientos 1952 - DGS(005158963)|Nacimientos 1952 - DGS(005158963)|ES|Español|1952/1952|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158964|5158964|005158964_000001|Nacimientos 1952 - DGS(005158964)|Nacimientos 1952 - DGS(005158964)|ES|Español|1952/1952|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158965|5158965|005158965_000001|Nacimientos 1952 - DGS(005158965)|Nacimientos 1952 - DGS(005158965)|ES|Español|1952/1952|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158966|5158966|005158966_000001|Nacimientos 1952 - DGS(005158966)|Nacimientos 1952 - DGS(005158966)|ES|Español|1952/1952|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158967|5158967|005158967_000001|Nacimientos 1952 - DGS(005158967)|Nacimientos 1952 - DGS(005158967)|ES|Español|1952/1952|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158968|5158968|005158968_000001|Nacimientos 1953 - DGS(005158968)|Nacimientos 1953 - DGS(005158968)|ES|Español|1953/1953|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158969|5158969|005158969_000001|Nacimientos 1953 - DGS(005158969)|Nacimientos 1953 - DGS(005158969)|ES|Español|1953/1953|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158970|5158970|005158970_000001|Nacimientos 1953 - DGS(005158970)|Nacimientos 1953 - DGS(005158970)|ES|Español|1953/1953|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158971|5158971|005158971_000001|Nacimientos 1953 - DGS(005158971)|Nacimientos 1953 - DGS(005158971)|ES|Español|1953/1953|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158972|5158972|005158972_000001|Nacimientos 1953 - DGS(005158972)|Nacimientos 1953 - DGS(005158972)|ES|Español|1953/1953|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158973|5158973|005158973_000001|Nacimientos 1953 - DGS(005158973)|Nacimientos 1953 - DGS(005158973)|ES|Español|1953/1953|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158974|5158974|005158974_000001|Nacimientos 1953 - DGS(005158974)|Nacimientos 1953 - DGS(005158974)|ES|Español|1953/1953|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158975|5158975|005158975_000001|Nacimientos 1953 - DGS(005158975)|Nacimientos 1953 - DGS(005158975)|ES|Español|1953/1953|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158976|5158976|005158976_000001|Nacimientos 1953 - DGS(005158976)|Nacimientos 1953 - DGS(005158976)|ES|Español|1953/1953|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158977|5158977|005158977_000001|Nacimientos 1953 - DGS(005158977)|Nacimientos 1953 - DGS(005158977)|ES|Español|1953/1953|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158978|5158978|005158978_000001|Nacimientos 1954 - DGS(005158978)|Nacimientos 1954 - DGS(005158978)|ES|Español|1954/1954|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158979|5158979|005158979_000001|Nacimientos 1954 - DGS(005158979)|Nacimientos 1954 - DGS(005158979)|ES|Español|1954/1954|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158980|5158980|005158980_000001|Nacimientos 1954 - DGS(005158980)|Nacimientos 1954 - DGS(005158980)|ES|Español|1954/1954|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158985|5158985|005158985_000001|Nacimientos 1974 - DGS(005158985)|Nacimientos 1974 - DGS(005158985)|ES|Español|1974/1974|Olmos, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5158986|5158986|005158986_000001|Nacimientos 1974 - DGS(005158986)|Nacimientos 1974 - DGS(005158986)|ES|Español|1974/1974|Olmos, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5158987|5158987|005158987_000001|Nacimientos 1975 - DGS(005158987)|Nacimientos 1975 - DGS(005158987)|ES|Español|1975/1975|Olmos, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5158988|5158988|005158988_000001|Nacimientos 1976 - DGS(005158988)|Nacimientos 1976 - DGS(005158988)|ES|Español|1976/1976|Olmos, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5158989|5158989|005158989_000001|Nacimientos 1976 - DGS(005158989)|Nacimientos 1976 - DGS(005158989)|ES|Español|1976/1976|Olmos, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5158990|5158990|005158990_000001|Nacimientos 1976 - DGS(005158990)|Nacimientos 1976 - DGS(005158990)|ES|Español|1976/1976|Olmos, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5158991|5158991|005158991_000001|Nacimientos 1976 - DGS(005158991)|Nacimientos 1976 - DGS(005158991)|ES|Español|1976/1976|Olmos, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5158992|5158992|005158992_000001|Nacimientos 1977 - DGS(005158992)|Nacimientos 1977 - DGS(005158992)|ES|Español|1977/1977|Olmos, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5158993|5158993|005158993_000001|Nacimientos 1977 - DGS(005158993)|Nacimientos 1977 - DGS(005158993)|ES|Español|1977/1977|Olmos, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5158994|5158994|005158994_000001|Nacimientos 1988 - DGS(005158994)|Nacimientos 1988 - DGS(005158994)|ES|Español|1988/1988|Olmos, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5158995|5158995|005158995_000001|Nacimientos 1978 - DGS(005158995)|Nacimientos 1978 - DGS(005158995)|ES|Español|1978/1978|Olmos, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5158996|5158996|005158996_000001|Nacimientos 1979 - DGS(005158996)|Nacimientos 1979 - DGS(005158996)|ES|Español|1979/1979|Olmos, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5158997|5158997|005158997_000001|Nacimientos 1979 - DGS(005158997)|Nacimientos 1979 - DGS(005158997)|ES|Español|1979/1979|Olmos, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5158998|5158998|005158998_000001|Nacimientos 1980 - DGS(005158998)|Nacimientos 1980 - DGS(005158998)|ES|Español|1980/1980|Olmos, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5158999|5158999|005158999_000001|Nacimientos 1980 - DGS(005158999)|Nacimientos 1980 - DGS(005158999)|ES|Español|1980/1980|Olmos, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5159000|5159000|005159000_000001|Nacimientos 1982 - DGS(005159000)|Nacimientos 1982 - DGS(005159000)|ES|Español|1982/1982|Olmos, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5159001|5159001|005159001_000001|Nacimientos 1984 - DGS(005159001)|Nacimientos 1984 - DGS(005159001)|ES|Español|1984/1984|Olmos, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5159002|5159002|005159002_000001|Nacimientos 1987 - DGS(005159002)|Nacimientos 1987 - DGS(005159002)|ES|Español|1987/1987|Olmos, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5159003|5159003|005159003_000001|Nacimientos 1987 - DGS(005159003)|Nacimientos 1987 - DGS(005159003)|ES|Español|1987/1987|Olmos, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5159004|5159004|005159004_000001|Nacimientos 1978 - DGS(005159004)|Nacimientos 1978 - DGS(005159004)|ES|Español|1978/1978|Olmos, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5159005|5159005|005159005_000001|Nacimientos 1988 - DGS(005159005)|Nacimientos 1988 - DGS(005159005)|ES|Español|1988/1988|Olmos, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5159006|5159006|005159006_000001|Nacimientos 1988 - DGS(005159006)|Nacimientos 1988 - DGS(005159006)|ES|Español|1988/1988|Olmos, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5159007|5159007|005159007_000001|Nacimientos 1988 - DGS(005159007)|Nacimientos 1988 - DGS(005159007)|ES|Español|1988/1988|Olmos, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5159016|5159016|005159016_000001|Matrimonios 1943 - DGS(005159016)|Matrimonios 1943 - DGS(005159016)|ES|Español|1943/1943|Chiclayo, Chiclayo, Lambayeque, Perú|Matrimonio|Matrimonio
5159017|5159017|005159017_000001|Defunciones 1918 - DGS(005159017)|Defunciones 1918 - DGS(005159017)|ES|Español|1918/1918|Ferreñafe, Ferreñafe, Lambayeque, Perú|Defunción|Defunción
5159018|5159018|005159018_000001|Defunciones 1921 - DGS(005159018)|Defunciones 1921 - DGS(005159018)|ES|Español|1921/1921|Ferreñafe, Ferreñafe, Lambayeque, Perú|Defunción|Defunción
5159019|5159019|005159019_000001|Defunciones 1925 - DGS(005159019)|Defunciones 1925 - DGS(005159019)|ES|Español|1925/1925|Ferreñafe, Ferreñafe, Lambayeque, Perú|Defunción|Defunción
5159020|5159020|005159020_000001|Defunciones 1925 - DGS(005159020)|Defunciones 1925 - DGS(005159020)|ES|Español|1925/1925|Ferreñafe, Ferreñafe, Lambayeque, Perú|Defunción|Defunción
5159021|5159021|005159021_000001|Defunciones 1926 - DGS(005159021)|Defunciones 1926 - DGS(005159021)|ES|Español|1926/1926|Ferreñafe, Ferreñafe, Lambayeque, Perú|Defunción|Defunción
5159022|5159022|005159022_000001|Certificados de defunción 1927 - DGS(005159022)|Certificados de defunción 1927 - DGS(005159022)|ES|Español|1927/1927|Ferreñafe, Lambayeque, Perú|Defunción|Defunción
5159023|5159023|005159023_000001|Defunciones 1934 - DGS(005159023)|Defunciones 1934 - DGS(005159023)|ES|Español|1934/1934|Ferreñafe, Ferreñafe, Lambayeque, Perú|Defunción|Defunción
5159024|5159024|005159024_000001|Defunciones 1934 - DGS(005159024)|Defunciones 1934 - DGS(005159024)|ES|Español|1934/1934|Ferreñafe, Ferreñafe, Lambayeque, Perú|Defunción|Defunción
5159025|5159025|005159025_000001|Defunciones 1935 - DGS(005159025)|Defunciones 1935 - DGS(005159025)|ES|Español|1935/1935|Ferreñafe, Ferreñafe, Lambayeque, Perú|Defunción|Defunción
5159026|5159026|005159026_000001|Defunciones 1937 - DGS(005159026)|Defunciones 1937 - DGS(005159026)|ES|Español|1937/1937|Ferreñafe, Ferreñafe, Lambayeque, Perú|Defunción|Defunción
5159027|5159027|005159027_000001|Certificados de defunción 1938 - DGS(005159027)|Certificados de defunción 1938 - DGS(005159027)|ES|Español|1938/1938|Ferreñafe, Lambayeque, Perú|Defunción|Defunción
5159028|5159028|005159028_000001|Defunciones 1939 - DGS(005159028)|Defunciones 1939 - DGS(005159028)|ES|Español|1939/1939|Ferreñafe, Ferreñafe, Lambayeque, Perú|Defunción|Defunción
5159029|5159029|005159029_000001|Defunciones 1940 - DGS(005159029)|Defunciones 1940 - DGS(005159029)|ES|Español|1940/1940|Ferreñafe, Ferreñafe, Lambayeque, Perú|Defunción|Defunción
5159030|5159030|005159030_000001|Defunciones 1941 - DGS(005159030)|Defunciones 1941 - DGS(005159030)|ES|Español|1941/1941|Ferreñafe, Ferreñafe, Lambayeque, Perú|Defunción|Defunción
5159031|5159031|005159031_000001|Certificados de defunción 1943 - DGS(005159031)|Certificados de defunción 1943 - DGS(005159031)|ES|Español|1943/1943|Ferreñafe, Lambayeque, Perú|Defunción|Defunción
5159032|5159032|005159032_000001|Certificados de defunción 1944 - DGS(005159032)|Certificados de defunción 1944 - DGS(005159032)|ES|Español|1944/1944|Ferreñafe, Lambayeque, Perú|Defunción|Defunción
5159033|5159033|005159033_000001|Defunciones 1946 - DGS(005159033)|Defunciones 1946 - DGS(005159033)|ES|Español|1946/1946|Ferreñafe, Ferreñafe, Lambayeque, Perú|Defunción|Defunción
5159034|5159034|005159034_000001|Defunciones 1947 - DGS(005159034)|Defunciones 1947 - DGS(005159034)|ES|Español|1947/1947|Ferreñafe, Ferreñafe, Lambayeque, Perú|Defunción|Defunción
5159035|5159035|005159035_000001|Certificados de defunción 1948 - DGS(005159035)|Certificados de defunción 1948 - DGS(005159035)|ES|Español|1948/1948|Ferreñafe, Lambayeque, Perú|Defunción|Defunción
5159036|5159036|005159036_000001|Defunciones 1949 - DGS(005159036)|Defunciones 1949 - DGS(005159036)|ES|Español|1949/1949|Ferreñafe, Ferreñafe, Lambayeque, Perú|Defunción|Defunción
5159037|5159037|005159037_000001|Certificados de defunción 1950 - DGS(005159037)|Certificados de defunción 1950 - DGS(005159037)|ES|Español|1950/1950|Ferreñafe, Lambayeque, Perú|Defunción|Defunción
5159038|5159038|005159038_000001|Defunciones 1951 - DGS(005159038)|Defunciones 1951 - DGS(005159038)|ES|Español|1951/1951|Ferreñafe, Ferreñafe, Lambayeque, Perú|Defunción|Defunción
5159039|5159039|005159039_000001|Defunciones 1955 - DGS(005159039)|Defunciones 1955 - DGS(005159039)|ES|Español|1955/1955|Ferreñafe, Ferreñafe, Lambayeque, Perú|Defunción|Defunción
5159040|5159040|005159040_000001|Defunciones 1957 - DGS(005159040)|Defunciones 1957 - DGS(005159040)|ES|Español|1957/1957|Ferreñafe, Ferreñafe, Lambayeque, Perú|Defunción|Defunción
5159041|5159041|005159041_000001|Matrimonios 1927 - DGS(005159041)|Matrimonios 1927 - DGS(005159041)|ES|Español|1927/1927|Ferreñafe, Lambayeque, Perú|Matrimonio|Matrimonio
5159042|5159042|005159042_000001|Matrimonios 1935 - DGS(005159042)|Matrimonios 1935 - DGS(005159042)|ES|Español|1935/1935|Ferreñafe, Ferreñafe, Lambayeque, Perú|Matrimonio|Matrimonio
5159043|5159043|005159043_000001|Matrimonios 1936 - DGS(005159043)|Matrimonios 1936 - DGS(005159043)|ES|Español|1936/1936|Ferreñafe, Ferreñafe, Lambayeque, Perú|Matrimonio|Matrimonio
5159044|5159044|005159044_000001|Matrimonios 1937 - DGS(005159044)|Matrimonios 1937 - DGS(005159044)|ES|Español|1937/1937|Ferreñafe, Lambayeque, Perú|Matrimonio|Matrimonio
5159045|5159045|005159045_000001|Matrimonios 1939 - DGS(005159045)|Matrimonios 1939 - DGS(005159045)|ES|Español|1939/1939|Ferreñafe, Lambayeque, Perú|Matrimonio|Matrimonio
5159046|5159046|005159046_000001|Matrimonios 1940 - DGS(005159046)|Matrimonios 1940 - DGS(005159046)|ES|Español|1940/1940|Ferreñafe, Lambayeque, Perú|Matrimonio|Matrimonio
5159047|5159047|005159047_000001|Matrimonios 1940 - DGS(005159047)|Matrimonios 1940 - DGS(005159047)|ES|Español|1940/1940|Ferreñafe, Ferreñafe, Lambayeque, Perú|Matrimonio|Matrimonio
5159048|5159048|005159048_000001|Matrimonios 1941 - DGS(005159048)|Matrimonios 1941 - DGS(005159048)|ES|Español|1941/1941|Ferreñafe, Lambayeque, Perú|Matrimonio|Matrimonio
5159049|5159049|005159049_000001|Matrimonios 1942 - DGS(005159049)|Matrimonios 1942 - DGS(005159049)|ES|Español|1942/1942|Ferreñafe, Lambayeque, Perú|Matrimonio|Matrimonio
5159050|5159050|005159050_000001|Matrimonios 1943 - DGS(005159050)|Matrimonios 1943 - DGS(005159050)|ES|Español|1943/1943|Ferreñafe, Ferreñafe, Lambayeque, Perú|Matrimonio|Matrimonio
5159051|5159051|005159051_000001|Matrimonios 1944 - DGS(005159051)|Matrimonios 1944 - DGS(005159051)|ES|Español|1944/1944|Ferreñafe, Lambayeque, Perú|Matrimonio|Matrimonio
5159052|5159052|005159052_000001|Matrimonios 1946 - DGS(005159052)|Matrimonios 1946 - DGS(005159052)|ES|Español|1946/1946|Ferreñafe, Lambayeque, Perú|Matrimonio|Matrimonio
5159053|5159053|005159053_000001|Matrimonios 1946 - DGS(005159053)|Matrimonios 1946 - DGS(005159053)|ES|Español|1946/1946|Ferreñafe, Ferreñafe, Lambayeque, Perú|Matrimonio|Matrimonio
5159054|5159054|005159054_000001|Matrimonios 1947 - DGS(005159054)|Matrimonios 1947 - DGS(005159054)|ES|Español|1947/1947|Ferreñafe, Lambayeque, Perú|Matrimonio|Matrimonio
5159055|5159055|005159055_000001|Matrimonios 1948 - DGS(005159055)|Matrimonios 1948 - DGS(005159055)|ES|Español|1948/1948|Ferreñafe, Lambayeque, Perú|Matrimonio|Matrimonio
5159056|5159056|005159056_000001|Matrimonios 1949 - DGS(005159056)|Matrimonios 1949 - DGS(005159056)|ES|Español|1949/1949|Ferreñafe, Lambayeque, Perú|Matrimonio|Matrimonio
5159057|5159057|005159057_000001|Matrimonios 1950 - DGS(005159057)|Matrimonios 1950 - DGS(005159057)|ES|Español|1950/1950|Ferreñafe, Lambayeque, Perú|Matrimonio|Matrimonio
5159058|5159058|005159058_000001|Matrimonios 1951 - DGS(005159058)|Matrimonios 1951 - DGS(005159058)|ES|Español|1951/1951|Ferreñafe, Ferreñafe, Lambayeque, Perú|Matrimonio|Matrimonio
5159059|5159059|005159059_000001|Matrimonios 1952 - DGS(005159059)|Matrimonios 1952 - DGS(005159059)|ES|Español|1952/1952|Ferreñafe, Ferreñafe, Lambayeque, Perú|Matrimonio|Matrimonio
5159060|5159060|005159060_000001|Matrimonios 1953 - DGS(005159060)|Matrimonios 1953 - DGS(005159060)|ES|Español|1953/1953|Ferreñafe, Ferreñafe, Lambayeque, Perú|Matrimonio|Matrimonio
5159061|5159061|005159061_000001|Matrimonios 1954 - DGS(005159061)|Matrimonios 1954 - DGS(005159061)|ES|Español|1954/1954|Ferreñafe, Ferreñafe, Lambayeque, Perú|Matrimonio|Matrimonio
5159062|5159062|005159062_000001|Matrimonios 1954 - DGS(005159062)|Matrimonios 1954 - DGS(005159062)|ES|Español|1954/1954|Ferreñafe, Lambayeque, Perú|Matrimonio|Matrimonio
5159063|5159063|005159063_000001|Matrimonios 1956 - DGS(005159063)|Matrimonios 1956 - DGS(005159063)|ES|Español|1956/1956|Ferreñafe, Lambayeque, Perú|Matrimonio|Matrimonio
5159064|5159064|005159064_000001|Matrimonios 1955 - DGS(005159064)|Matrimonios 1955 - DGS(005159064)|ES|Español|1955/1955|Ferreñafe, Lambayeque, Perú|Matrimonio|Matrimonio
