uad|dgs|folder|archive_reference|record_title|language_title|language|dates|locality|record_type|event_type
5160856|5160856|005160856_000001|Matrimonios 1976 - DGS(005160856)|Matrimonios 1976 - DGS(005160856)|ES|Español|1976/1976|Olmos, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5160857|5160857|005160857_000001|Nacimientos 1976 - DGS(005160857)|Nacimientos 1976 - DGS(005160857)|ES|Español|1976/1976|Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5160858|5160858|005160858_000001|Matrimonios 1978 - DGS(005160858)|Matrimonios 1978 - DGS(005160858)|ES|Español|1978/1978|Olmos, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5160860|5160860|005160860_000001|Nacimientos 1977 - DGS(005160860)|Nacimientos 1977 - DGS(005160860)|ES|Español|1977/1977|Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5160862|5160862|005160862_000001|Matrimonios 1979 - DGS(005160862)|Matrimonios 1979 - DGS(005160862)|ES|Español|1979/1979|Olmos, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5160864|5160864|005160864_000001|Nacimientos 1978 - DGS(005160864)|Nacimientos 1978 - DGS(005160864)|ES|Español|1978/1978|Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5160865|5160865|005160865_000001|Matrimonios 1980 - DGS(005160865)|Matrimonios 1980 - DGS(005160865)|ES|Español|1980/1980|Olmos, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5160866|5160866|005160866_000001|Nacimientos 1979 - DGS(005160866)|Nacimientos 1979 - DGS(005160866)|ES|Español|1979/1979|Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5160868|5160868|005160868_000001|Nacimientos 1980 - DGS(005160868)|Nacimientos 1980 - DGS(005160868)|ES|Español|1980/1980|Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5160869|5160869|005160869_000001|Matrimonios 1980 - DGS(005160869)|Matrimonios 1980 - DGS(005160869)|ES|Español|1980/1980|Olmos, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5160870|5160870|005160870_000001|Nacimientos 1981 - DGS(005160870)|Nacimientos 1981 - DGS(005160870)|ES|Español|1981/1981|Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5160872|5160872|005160872_000001|Nacimientos 1982 - DGS(005160872)|Nacimientos 1982 - DGS(005160872)|ES|Español|1982/1982|Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5160873|5160873|005160873_000001|Matrimonios 1981 - DGS(005160873)|Matrimonios 1981 - DGS(005160873)|ES|Español|1981/1981|Olmos, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5160875|5160875|005160875_000001|Matrimonios 1982 - DGS(005160875)|Matrimonios 1982 - DGS(005160875)|ES|Español|1982/1982|Olmos, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5160876|5160876|005160876_000001|Nacimientos 1983 - DGS(005160876)|Nacimientos 1983 - DGS(005160876)|ES|Español|1983/1983|Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5160877|5160877|005160877_000001|Matrimonios 1983 - DGS(005160877)|Matrimonios 1983 - DGS(005160877)|ES|Español|1983/1983|Olmos, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5160879|5160879|005160879_000001|Nacimientos 1984 - DGS(005160879)|Nacimientos 1984 - DGS(005160879)|ES|Español|1984/1984|Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5160881|5160881|005160881_000001|Matrimonios 1984 - DGS(005160881)|Matrimonios 1984 - DGS(005160881)|ES|Español|1984/1984|Olmos, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5160883|5160883|005160883_000001|Nacimientos 1985 - DGS(005160883)|Nacimientos 1985 - DGS(005160883)|ES|Español|1985/1985|Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5160884|5160884|005160884_000001|Matrimonios 1986 - DGS(005160884)|Matrimonios 1986 - DGS(005160884)|ES|Español|1986/1986|Olmos, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5160885|5160885|005160885_000001|Nacimientos 1986 - DGS(005160885)|Nacimientos 1986 - DGS(005160885)|ES|Español|1986/1986|Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5160887|5160887|005160887_000001|Nacimientos 1987 - DGS(005160887)|Nacimientos 1987 - DGS(005160887)|ES|Español|1987/1987|Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5160888|5160888|005160888_000001|Matrimonios 1986 - DGS(005160888)|Matrimonios 1986 - DGS(005160888)|ES|Español|1986/1986|Olmos, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5160889|5160889|005160889_000001|Nacimientos 1988 - DGS(005160889)|Nacimientos 1988 - DGS(005160889)|ES|Español|1988/1988|Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5160891|5160891|005160891_000001|Nacimientos 1989 - DGS(005160891)|Nacimientos 1989 - DGS(005160891)|ES|Español|1989/1989|Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5160892|5160892|005160892_000001|Matrimonios 1987 - DGS(005160892)|Matrimonios 1987 - DGS(005160892)|ES|Español|1987/1987|Olmos, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5160893|5160893|005160893_000001|Nacimientos 1990 - DGS(005160893)|Nacimientos 1990 - DGS(005160893)|ES|Español|1990/1990|Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5160895|5160895|005160895_000001|Nacimientos 1991 - DGS(005160895)|Nacimientos 1991 - DGS(005160895)|ES|Español|1991/1991|Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5160896|5160896|005160896_000001|Matrimonios 1988 - DGS(005160896)|Matrimonios 1988 - DGS(005160896)|ES|Español|1988/1988|Olmos, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5160897|5160897|005160897_000001|Nacimientos 1992 - DGS(005160897)|Nacimientos 1992 - DGS(005160897)|ES|Español|1992/1992|Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5160899|5160899|005160899_000001|Nacimientos 1993 - DGS(005160899)|Nacimientos 1993 - DGS(005160899)|ES|Español|1993/1993|Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5160900|5160900|005160900_000001|Matrimonios 1989 - DGS(005160900)|Matrimonios 1989 - DGS(005160900)|ES|Español|1989/1989|Olmos, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5160901|5160901|005160901_000001|Nacimientos 1994 - DGS(005160901)|Nacimientos 1994 - DGS(005160901)|ES|Español|1994/1994|Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5160903|5160903|005160903_000001|Nacimientos 1995 - DGS(005160903)|Nacimientos 1995 - DGS(005160903)|ES|Español|1995/1995|Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5160904|5160904|005160904_000001|Matrimonios 1990 - DGS(005160904)|Matrimonios 1990 - DGS(005160904)|ES|Español|1990/1990|Olmos, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5160906|5160906|005160906_000001|Nacimientos 1996 - DGS(005160906)|Nacimientos 1996 - DGS(005160906)|ES|Español|1996/1996|Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5160908|5160908|005160908_000001|Matrimonios 1991 - DGS(005160908)|Matrimonios 1991 - DGS(005160908)|ES|Español|1991/1991|Olmos, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5160909|5160909|005160909_000001|Nacimientos 1978 - DGS(005160909)|Nacimientos 1978 - DGS(005160909)|ES|Español|1978/1978|Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5160910|5160910|005160910_000001|Matrimonios 1992 - DGS(005160910)|Matrimonios 1992 - DGS(005160910)|ES|Español|1992/1992|Olmos, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5160912|5160912|005160912_000001|Matrimonios 1993 - DGS(005160912)|Matrimonios 1993 - DGS(005160912)|ES|Español|1993/1993|Olmos, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5160913|5160913|005160913_000001|Nacimientos 1995 - DGS(005160913)|Nacimientos 1995 - DGS(005160913)|ES|Español|1995/1995|Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5160914|5160914|005160914_000001|Matrimonios 1994 - DGS(005160914)|Matrimonios 1994 - DGS(005160914)|ES|Español|1994/1994|Olmos, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5160916|5160916|005160916_000001|Matrimonios 1996 - DGS(005160916)|Matrimonios 1996 - DGS(005160916)|ES|Español|1996/1996|Olmos, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5160917|5160917|005160917_000001|Certificados de defunción 1982 - DGS(005160917)|Certificados de defunción 1982 - DGS(005160917)|ES|Español|1982/1982|Picsi, Chiclayo, Lambayeque, Perú|Defunción|Defunción
5160918|5160918|005160918_000001|Matrimonios 1996 - DGS(005160918)|Matrimonios 1996 - DGS(005160918)|ES|Español|1996/1996|Olmos, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5160920|5160920|005160920_000001|Certificados de defunción 1956 - DGS(005160920)|Certificados de defunción 1956 - DGS(005160920)|ES|Español|1956/1956|Picsi, Chiclayo, Lambayeque, Perú|Defunción|Defunción
5160926|5160926|005160926_000001|Nacimientos 1917 - DGS(005160926)|Nacimientos 1917 - DGS(005160926)|ES|Español|1917/1917|Íllimo, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5160927|5160927|005160927_000001|Nacimientos 1931 - DGS(005160927)|Nacimientos 1931 - DGS(005160927)|ES|Español|1931/1931|Íllimo, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5160928|5160928|005160928_000001|Nacimientos 1933 - DGS(005160928)|Nacimientos 1933 - DGS(005160928)|ES|Español|1933/1933|Íllimo, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5160929|5160929|005160929_000001|Nacimientos 1933 - DGS(005160929)|Nacimientos 1933 - DGS(005160929)|ES|Español|1933/1933|Íllimo, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5160930|5160930|005160930_000001|Nacimientos 1934 - DGS(005160930)|Nacimientos 1934 - DGS(005160930)|ES|Español|1934/1934|Íllimo, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5160931|5160931|005160931_000001|Nacimientos 1935 - DGS(005160931)|Nacimientos 1935 - DGS(005160931)|ES|Español|1935/1935|Íllimo, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5160932|5160932|005160932_000001|Nacimientos 1936 - DGS(005160932)|Nacimientos 1936 - DGS(005160932)|ES|Español|1936/1936|Íllimo, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5160933|5160933|005160933_000001|Nacimientos 1937 - DGS(005160933)|Nacimientos 1937 - DGS(005160933)|ES|Español|1937/1937|Íllimo, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5160934|5160934|005160934_000001|Nacimientos 1938 - DGS(005160934)|Nacimientos 1938 - DGS(005160934)|ES|Español|1938/1938|Íllimo, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5160935|5160935|005160935_000001|Nacimientos 1940 - DGS(005160935)|Nacimientos 1940 - DGS(005160935)|ES|Español|1940/1940|Íllimo, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5160936|5160936|005160936_000001|Nacimientos 1941 - DGS(005160936)|Nacimientos 1941 - DGS(005160936)|ES|Español|1941/1941|Íllimo, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5160937|5160937|005160937_000001|Nacimientos 1942 - DGS(005160937)|Nacimientos 1942 - DGS(005160937)|ES|Español|1942/1942|Íllimo, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5160938|5160938|005160938_000001|Nacimientos 1943 - DGS(005160938)|Nacimientos 1943 - DGS(005160938)|ES|Español|1943/1943|Íllimo, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5160939|5160939|005160939_000001|Nacimientos 1944 - DGS(005160939)|Nacimientos 1944 - DGS(005160939)|ES|Español|1944/1944|Íllimo, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5160940|5160940|005160940_000001|Nacimientos 1945 - DGS(005160940)|Nacimientos 1945 - DGS(005160940)|ES|Español|1945/1945|Íllimo, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5160941|5160941|005160941_000001|Nacimientos 1946 - DGS(005160941)|Nacimientos 1946 - DGS(005160941)|ES|Español|1946/1946|Íllimo, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5160942|5160942|005160942_000001|Nacimientos 1947 - DGS(005160942)|Nacimientos 1947 - DGS(005160942)|ES|Español|1947/1947|Íllimo, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5160943|5160943|005160943_000001|Nacimientos 1948 - DGS(005160943)|Nacimientos 1948 - DGS(005160943)|ES|Español|1948/1948|Íllimo, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5160944|5160944|005160944_000001|Nacimientos 1949 - DGS(005160944)|Nacimientos 1949 - DGS(005160944)|ES|Español|1949/1949|Íllimo, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5160945|5160945|005160945_000001|Nacimientos 1950 - DGS(005160945)|Nacimientos 1950 - DGS(005160945)|ES|Español|1950/1950|Íllimo, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5160946|5160946|005160946_000001|Nacimientos 1951 - DGS(005160946)|Nacimientos 1951 - DGS(005160946)|ES|Español|1951/1951|Íllimo, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5160947|5160947|005160947_000001|Nacimientos 1952 - DGS(005160947)|Nacimientos 1952 - DGS(005160947)|ES|Español|1952/1952|Íllimo, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5160948|5160948|005160948_000001|Certificados de defunción 1996 - DGS(005160948)|Certificados de defunción 1996 - DGS(005160948)|ES|Español|1996/1996|Olmos, Lambayeque, Lambayeque, Perú|Defunción|Defunción
5160949|5160949|005160949_000001|Matrimonios 1975 - DGS(005160949)|Matrimonios 1975 - DGS(005160949)|ES|Español|1975/1975|Olmos, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5160950|5160950|005160950_000001|Matrimonios 1976 - DGS(005160950)|Matrimonios 1976 - DGS(005160950)|ES|Español|1976/1976|Olmos, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5160951|5160951|005160951_000001|Matrimonios 1991 - DGS(005160951)|Matrimonios 1991 - DGS(005160951)|ES|Español|1991/1991|Olmos, Lambayeque, Lambayeque, Perú|Matrimonio|Matrimonio
5161084|5161084|005161084_000001|Certificados de defunción 1980 - DGS(005161084)|Certificados de defunción 1980 - DGS(005161084)|ES|Español|1980/1980|Eten, Chiclayo, Lambayeque, Perú|Defunción|Defunción
5161085|5161085|005161085_000001|Certificados de defunción 1981 - DGS(005161085)|Certificados de defunción 1981 - DGS(005161085)|ES|Español|1981/1981|Eten, Chiclayo, Lambayeque, Perú|Defunción|Defunción
5161086|5161086|005161086_000001|Certificados de defunción 1982 - DGS(005161086)|Certificados de defunción 1982 - DGS(005161086)|ES|Español|1982/1982|Eten, Chiclayo, Lambayeque, Perú|Defunción|Defunción
5161087|5161087|005161087_000001|Certificados de defunción 1983 - DGS(005161087)|Certificados de defunción 1983 - DGS(005161087)|ES|Español|1983/1983|Eten, Chiclayo, Lambayeque, Perú|Defunción|Defunción
5161088|5161088|005161088_000001|Certificados de defunción 1984 - DGS(005161088)|Certificados de defunción 1984 - DGS(005161088)|ES|Español|1984/1984|Eten, Chiclayo, Lambayeque, Perú|Defunción|Defunción
5161089|5161089|005161089_000001|Certificados de defunción 1985 - DGS(005161089)|Certificados de defunción 1985 - DGS(005161089)|ES|Español|1985/1985|Eten, Chiclayo, Lambayeque, Perú|Defunción|Defunción
5161090|5161090|005161090_000001|Certificados de defunción 1986 - DGS(005161090)|Certificados de defunción 1986 - DGS(005161090)|ES|Español|1986/1986|Eten, Chiclayo, Lambayeque, Perú|Defunción|Defunción
5161091|5161091|005161091_000001|Certificados de defunción 1987 - DGS(005161091)|Certificados de defunción 1987 - DGS(005161091)|ES|Español|1987/1987|Eten, Chiclayo, Lambayeque, Perú|Defunción|Defunción
5161092|5161092|005161092_000001|Certificados de defunción 1988 - DGS(005161092)|Certificados de defunción 1988 - DGS(005161092)|ES|Español|1988/1988|Eten, Chiclayo, Lambayeque, Perú|Defunción|Defunción
5161093|5161093|005161093_000001|Certificados de defunción 1989 - DGS(005161093)|Certificados de defunción 1989 - DGS(005161093)|ES|Español|1989/1989|Eten, Chiclayo, Lambayeque, Perú|Defunción|Defunción
5161094|5161094|005161094_000001|Certificados de defunción 1990 - DGS(005161094)|Certificados de defunción 1990 - DGS(005161094)|ES|Español|1990/1990|Eten, Chiclayo, Lambayeque, Perú|Defunción|Defunción
5161095|5161095|005161095_000001|Certificados de defunción 1991 - DGS(005161095)|Certificados de defunción 1991 - DGS(005161095)|ES|Español|1991/1991|Eten, Chiclayo, Lambayeque, Perú|Defunción|Defunción
5161096|5161096|005161096_000001|Certificados de defunción 1994 - DGS(005161096)|Certificados de defunción 1994 - DGS(005161096)|ES|Español|1994/1994|Eten, Chiclayo, Lambayeque, Perú|Defunción|Defunción
5161097|5161097|005161097_000001|Certificados de defunción 1995 - DGS(005161097)|Certificados de defunción 1995 - DGS(005161097)|ES|Español|1995/1995|Eten, Chiclayo, Lambayeque, Perú|Defunción|Defunción
5161098|5161098|005161098_000001|Certificados de defunción 1996 - DGS(005161098)|Certificados de defunción 1996 - DGS(005161098)|ES|Español|1996/1996|Eten, Chiclayo, Lambayeque, Perú|Defunción|Defunción
5161099|5161099|005161099_000001|Certificados de defunción 1945 - DGS(005161099)|Certificados de defunción 1945 - DGS(005161099)|ES|Español|1945/1945|Nueva Arica, Chiclayo, Lambayeque, Perú|Defunción|Defunción
5161100|5161100|005161100_000001|Certificados de defunción 1953 - DGS(005161100)|Certificados de defunción 1953 - DGS(005161100)|ES|Español|1953/1953|Nueva Arica, Chiclayo, Lambayeque, Perú|Defunción|Defunción
5161101|5161101|005161101_000001|Certificados de defunción 1984 - DGS(005161101)|Certificados de defunción 1984 - DGS(005161101)|ES|Español|1984/1984|Nueva Arica, Chiclayo, Lambayeque, Perú|Defunción|Defunción
5161102|5161102|005161102_000001|Matrimonios 1984 - DGS(005161102)|Matrimonios 1984 - DGS(005161102)|ES|Español|1984/1984|Nueva Arica, Chiclayo, Lambayeque, Perú|Matrimonio|Matrimonio
5161103|5161103|005161103_000001|Matrimonios 1948 - DGS(005161103)|Matrimonios 1948 - DGS(005161103)|ES|Español|1948/1948|Nueva Arica, Chiclayo, Lambayeque, Perú|Matrimonio|Matrimonio
5161104|5161104|005161104_000001|Matrimonios 1952 - DGS(005161104)|Matrimonios 1952 - DGS(005161104)|ES|Español|1952/1952|Nueva Arica, Chiclayo, Lambayeque, Perú|Matrimonio|Matrimonio
5161105|5161105|005161105_000001|Matrimonios 1955 - DGS(005161105)|Matrimonios 1955 - DGS(005161105)|ES|Español|1955/1955|Nueva Arica, Chiclayo, Lambayeque, Perú|Matrimonio|Matrimonio
5161106|5161106|005161106_000001|Matrimonios 1956 - DGS(005161106)|Matrimonios 1956 - DGS(005161106)|ES|Español|1956/1956|Nueva Arica, Chiclayo, Lambayeque, Perú|Matrimonio|Matrimonio
5161107|5161107|005161107_000001|Matrimonios 1984 - DGS(005161107)|Matrimonios 1984 - DGS(005161107)|ES|Español|1984/1984|Nueva Arica, Chiclayo, Lambayeque, Perú|Matrimonio|Matrimonio
5161108|5161108|005161108_000001|Nacimientos 1947 - DGS(005161108)|Nacimientos 1947 - DGS(005161108)|ES|Español|1947/1947|Nueva Arica, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161109|5161109|005161109_000001|Nacimientos 1948 - DGS(005161109)|Nacimientos 1948 - DGS(005161109)|ES|Español|1948/1948|Nueva Arica, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161110|5161110|005161110_000001|Nacimientos 1950 - DGS(005161110)|Nacimientos 1950 - DGS(005161110)|ES|Español|1950/1950|Nueva Arica, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161111|5161111|005161111_000001|Nacimientos 1951 - DGS(005161111)|Nacimientos 1951 - DGS(005161111)|ES|Español|1951/1951|Nueva Arica, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161112|5161112|005161112_000001|Nacimientos 1953 - DGS(005161112)|Nacimientos 1953 - DGS(005161112)|ES|Español|1953/1953|Nueva Arica, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161113|5161113|005161113_000001|Nacimientos 1954 - DGS(005161113)|Nacimientos 1954 - DGS(005161113)|ES|Español|1954/1954|Nueva Arica, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161114|5161114|005161114_000001|Nacimientos 1955 - DGS(005161114)|Nacimientos 1955 - DGS(005161114)|ES|Español|1955/1955|Nueva Arica, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161115|5161115|005161115_000001|Nacimientos 1955 - DGS(005161115)|Nacimientos 1955 - DGS(005161115)|ES|Español|1955/1955|Nueva Arica, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161116|5161116|005161116_000001|Nacimientos 1956 - DGS(005161116)|Nacimientos 1956 - DGS(005161116)|ES|Español|1956/1956|Nueva Arica, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161117|5161117|005161117_000001|Nacimientos 1956 - DGS(005161117)|Nacimientos 1956 - DGS(005161117)|ES|Español|1956/1956|Nueva Arica, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161118|5161118|005161118_000001|Nacimientos 1939 - DGS(005161118)|Nacimientos 1939 - DGS(005161118)|ES|Español|1939/1939|Oyotún, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161119|5161119|005161119_000001|Nacimientos 1940 - DGS(005161119)|Nacimientos 1940 - DGS(005161119)|ES|Español|1940/1940|Oyotún, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161120|5161120|005161120_000001|Nacimientos 1941 - DGS(005161120)|Nacimientos 1941 - DGS(005161120)|ES|Español|1941/1941|Oyotún, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161121|5161121|005161121_000001|Nacimientos 1942 - DGS(005161121)|Nacimientos 1942 - DGS(005161121)|ES|Español|1942/1942|Oyotún, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161122|5161122|005161122_000001|Nacimientos 1943 - DGS(005161122)|Nacimientos 1943 - DGS(005161122)|ES|Español|1943/1943|Oyotún, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161123|5161123|005161123_000001|Nacimientos 1945 - DGS(005161123)|Nacimientos 1945 - DGS(005161123)|ES|Español|1945/1945|Oyotún, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161124|5161124|005161124_000001|Nacimientos 1946 - DGS(005161124)|Nacimientos 1946 - DGS(005161124)|ES|Español|1946/1946|Oyotún, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161125|5161125|005161125_000001|Nacimientos 1946 - DGS(005161125)|Nacimientos 1946 - DGS(005161125)|ES|Español|1946/1946|Oyotún, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161126|5161126|005161126_000001|Nacimientos 1947 - DGS(005161126)|Nacimientos 1947 - DGS(005161126)|ES|Español|1947/1947|Oyotún, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161127|5161127|005161127_000001|Nacimientos 1949 - DGS(005161127)|Nacimientos 1949 - DGS(005161127)|ES|Español|1949/1949|Oyotún, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161128|5161128|005161128_000001|Nacimientos 1952 - DGS(005161128)|Nacimientos 1952 - DGS(005161128)|ES|Español|1952/1952|Oyotún, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161129|5161129|005161129_000001|Nacimientos 1954 - DGS(005161129)|Nacimientos 1954 - DGS(005161129)|ES|Español|1954/1954|Oyotún, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161130|5161130|005161130_000001|Nacimientos 1954 - DGS(005161130)|Nacimientos 1954 - DGS(005161130)|ES|Español|1954/1954|Oyotún, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161131|5161131|005161131_000001|Nacimientos 1955 - DGS(005161131)|Nacimientos 1955 - DGS(005161131)|ES|Español|1955/1955|Oyotún, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161132|5161132|005161132_000001|Nacimientos 1955 - DGS(005161132)|Nacimientos 1955 - DGS(005161132)|ES|Español|1955/1955|Oyotún, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161133|5161133|005161133_000001|Nacimientos 1955 - DGS(005161133)|Nacimientos 1955 - DGS(005161133)|ES|Español|1955/1955|Oyotún, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161134|5161134|005161134_000001|Nacimientos 1956 - DGS(005161134)|Nacimientos 1956 - DGS(005161134)|ES|Español|1956/1956|Oyotún, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161135|5161135|005161135_000001|Nacimientos 1930 - DGS(005161135)|Nacimientos 1930 - DGS(005161135)|ES|Español|1930/1930|Puerto Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161136|5161136|005161136_000001|Nacimientos 1932 - DGS(005161136)|Nacimientos 1932 - DGS(005161136)|ES|Español|1932/1932|Puerto Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161137|5161137|005161137_000001|Nacimientos 1933 - DGS(005161137)|Nacimientos 1933 - DGS(005161137)|ES|Español|1933/1933|Puerto Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161138|5161138|005161138_000001|Nacimientos 1934 - DGS(005161138)|Nacimientos 1934 - DGS(005161138)|ES|Español|1934/1934|Puerto Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161139|5161139|005161139_000001|Nacimientos 1935 - DGS(005161139)|Nacimientos 1935 - DGS(005161139)|ES|Español|1935/1935|Puerto Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161140|5161140|005161140_000001|Nacimientos 1936 - DGS(005161140)|Nacimientos 1936 - DGS(005161140)|ES|Español|1936/1936|Puerto Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161141|5161141|005161141_000001|Nacimientos 1937 - DGS(005161141)|Nacimientos 1937 - DGS(005161141)|ES|Español|1937/1937|Puerto Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161142|5161142|005161142_000001|Nacimientos 1939 - DGS(005161142)|Nacimientos 1939 - DGS(005161142)|ES|Español|1939/1939|Puerto Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161143|5161143|005161143_000001|Nacimientos 1940 - DGS(005161143)|Nacimientos 1940 - DGS(005161143)|ES|Español|1940/1940|Puerto Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5161144|5161144|005161144_000001|Nacimientos 1942 - DGS(005161144)|Nacimientos 1942 - DGS(005161144)|ES|Español|1942/1942|Puerto Eten, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
